 "id","13","0","5","14","12"
"PrefixB.Fool","蠢蛋","<color=#ffffff>(</color>Fool<color=#ffffff>)</color> ","<color=#ffffff>(</color>Глупец<color=#ffffff>)</color> ","蠢蛋","蠢蛋"
"PrefixB.Avanger","复仇","<color=#ffffff>(</color>Avenger<color=#ffffff>)</color> ","<color=#ffffff>(</color>Мститель<color=#ffffff>)</color> ","復仇","复仇"
"PrefixB.Youtuber","UP主","<color=#ffffff>(</color>YouTuber<color=#ffffff>)</color> ","<color=#ffffff>(</color>Ютубер<color=#ffffff>)</color> ","Youtuber","UP主"
"PrefixB.Egoist","利己主义","<color=#ffffff>(</color>Egoist<color=#ffffff>)</color> ","<color=#ffffff>(</color>Эгоист<color=#ffffff>)</color> ","利己主義","利己主义"
"PrefixB.TicketsStealer","窃票","<color=#ffffff>(</color>Stealer<color=#ffffff>)</color> ","<color=#ffffff>(</color>Вор<color=#ffffff>)</color> ","竊票","窃票"
"PrefixB.DualPersonality","双重人格","<color=#ffffff>(</color>Schizophrenic<color=#ffffff>)</color> ","<color=#ffffff>(</color>Шизофреник<color=#ffffff>)</color> ","雙重人格","双重人格"
"PrefixB.Mimic","宝箱怪","<color=#ffffff>(</color>Mimic<color=#ffffff>)</color> ","<color=#ffffff>(</color>Мимик<color=#ffffff>)</color> ","保險箱","宝箱怪"
"PrefixB.Bait","诱饵","<color=#ffffff>(</color>Bait<color=#ffffff>)</color> ","<color=#ffffff>(</color>Байт<color=#ffffff>)</color> ","誘餌","Bait"
"PrefixB.Trapper","陷阱师","<color=#ffffff>(</color>Beartrap<color=#ffffff>)</color> ","<color=#ffffff>(</color>Капкан<color=#ffffff>)</color> ","設陷者","陷阱师"
"PrefixB.Guesser","赌怪","<color=#ffffff>(</color>Guesser<color=#ffffff>)</color> ","<color=#ffffff>(</color>Угадывающий<color=#ffffff>)</color> ","Guesser ","Guesser "
"PrefixB.Necroview","死神","<color=#ffffff>(</color>Necroview<color=#ffffff>)</color> ","<color=#ffffff>(</color>Некровил<color=#ffffff>)</color> ","Necroview ","Necroview "
"PrefixB.Recruit","跟班","<color=#ffffff>(</color>Recruit<color=#ffffff>)</color> ","<color=#ffffff>(</color>Союзник<color=#ffffff>)</color> ","Sidekick ","Sidekick "
"PrefixB.Reach","持枪","<color=#ffffff>(</color>Reach<color=#ffffff>)</color> ","<color=#ffffff>(</color>Длиннолап<color=#ffffff>)</color> ","持枪",""
"PrefixB.Onbound","防堵","<color=#ffffff>(</color>Onbound<color=#ffffff>)</color> ","<color=#ffffff>(</color>Непобедим<color=#ffffff>)</color> ","",""
"PrefixB.Knighted","骑士","<color=#ffffff>(</color>Knighted<color=#ffffff>)</color> ","<color=#ffffff>(</color>Посвященный<color=#ffffff>)</color> ","",""
"PrefixB.Unreportable","不受重视","<color=#ffffff>(</color>Disregarded<color=#ffffff>)</color> ","<color=#ffffff>(</color>Проигнорированный<color=#ffffff>)</color> ","",""
"PrefixB.Rogue","盗贼","<color=#ffffff>(</color>Rogue<color=#ffffff>)</color> ","<color=#ffffff>(</color>Негодяй<color=#ffffff>)</color> ","",""
"PrefixB.Lucky","幸运加持","<color=#ffffff>(</color>Lucky<color=#ffffff>)</color> ","<color=#ffffff>(</color>Удачливый<color=#ffffff>)</color> ","",""
"PrefixB.DoubleShot","双重猜测","<color=#ffffff>(</color>Double Shot<color=#ffffff>)</color> ","<color=#ffffff>(</color>Второй Шанс<color=#ffffff>)</color> ","",""
"PrefixB.Rascal","流氓","<color=#ffffff>(</color>Rascal<color=#ffffff>)</color> ","<color=#ffffff>(</color>Поддельный<color=#ffffff>)</color> ","",""
"PrefixB.Gravestone","墓碑","<color=#ffffff>(</color>Gravestone<color=#ffffff>)</color> ","<color=#ffffff>(</color>Надгробный<color=#ffffff>)</color> ","",""
"PrefixB.Lazy","懒人","<color=#ffffff>(</color>Lazy<color=#ffffff>)</color> ","<color=#ffffff>(</color>Ленивый<color=#ffffff>)</color> ","",""
"PrefixB.Autopsy","尸检","<color=#ffffff>(</color>Autopsy<color=#ffffff>)</color> ","<color=#ffffff>(</color>Врач<color=#ffffff>)</color> ","",""
"PrefixB.Loyal","忠诚","<color=#ffffff>(</color>Loyal<color=#ffffff>)</color> ","<color=#ffffff>(</color>Лояльный<color=#ffffff>)</color> ","",""
"PrefixB.EvilSpirit","恶灵","<color=#ffffff>(</color>Evil Spirit<color=#ffffff>)</color> ","<color=#ffffff>(</color>Злой Дух<color=#ffffff>)</color> ","",""
"PrefixB.Glow","光辉","<color=#ffffff>(</color>Glow<color=#ffffff>)</color> ","<color=#ffffff>(</color>Визионер<color=#ffffff>)</color> ","",""
"PrefixB.Diseased","患病的","<color=#ffffff>(</color>Diseased<color=#ffffff>)</color> ","","",""
"PrefixB.Antidote","健康的","<color=#ffffff>(</color>Antidote<color=#ffffff>)</color> ","","",""
"PrefixB.Swift","迅捷的","<color=#ffffff>(</color>Swift<color=#ffffff>)</color> ","","",""
"PrefixB.Unlucky","倒霉蛋","<color=#ffffff>(</color>Unlucky<color=#ffffff>)</color> ","","",""
"PrefixB.Ghoul","食尸鬼","<color=#ffffff>(</color>Ghoul<color=#ffffff>)</color> ","","",""
"PrefixB.Sunglasses","患者","<color=#ffffff>(</color>Sunglasses<color=#ffffff>)</color> ","","",""
"PrefixB.Mare","","<color=#ffffff>(</color>Mare<color=#ffffff>)</color> ","","",""


"BracketAddons","将括号添加到附加职业","Add Brackets To Add-ons","Добавить скобки к Атрибутам","BracketAddons","BracketAddons"

"## 以下是职业简介（显示在开局以及任务栏的文本）/ Shows at Impostor/Crewmate screen"
"# Vanilla Remake Descriptions"
"EngineerTOHEInfo","用通风管抓住<color=#ff1919>内鬼</color>","Use the vents to catch the <color=#ff1919>Impostors</color>","Используйте вентиляцию чтобы поймать <color=#ff1919>Предателей</color>","Use the vents to catch the <color=#ff1919>Impostors</color>","Use the vents to catch the <color=#ff1919>Impostors</color>"
"ScientistTOHEInfo","随时随地获取便携式生命体征","Access portable vitals from anywhere","У вас есть доступ к портативным пульсам","Access portable vitals from anywhere","Access portable vitals from anywhere"
"ShapeshifterTOHEInfo","伪装成船员陷害他们","Disguise as crewmates to frame them","Замаскируйтесь под Членом Экипажа чтобы подставить их","Disguise as crewmates to frame them","Disguise as crewmates to frame them"
"GuardianAngelTOHEInfo","保护船员免受<color=#ff1919>内鬼</color>击杀","Protect the crewmates from the <color=#ff1919>Impostors</color>","Защитите Членов Экипажа от<color=#ff1919>Предаелей</color>","Protect the crewmates from the <color=#ff1919>Impostors</color>","Protect the crewmates from the <color=#ff1919>Impostors</color>"
"ImpostorTOHEInfo","击杀和破坏","Kill and sabotage","Убивайте и устраивайте саботажи","",""
"CrewmateTOHEInfo","完成您的任务","Do your tasks","","",""

"# 内鬼阵营 / Impostor descriptions"
"BountyHunterInfo","走，去拿下你的目标！","Eliminate your target","Охотьтесь за своей целью","拿下你的目標","走，去拿下你的目标！"
"MareInfo","Good Night~","Kill in the darkness","Убивайте в темноте","你恐懼黑暗嗎?","Good Night~"
"FireWorksInfo","一起来看最后的烟花吧","Go out with a BANG","Морфитесь, чтобы поставить фейерверк","在最後時刻來放煙火吧","一起来看最后的烟花吧"
"SerialKillerInfo","这么多人至少得死一两个吧","Keep killing, else you suicide","Убивайте, чтобы не умереть","你無法抑制你的殺人衝動","这么多人至少得死一两个吧"
"ShapeMasterInfo","猜猜我是谁","Swiftly kill with no shift cooldown","У вас нет отката морфа","你知道我是誰嗎?","猜猜我是谁"
"VampireInfo","快去榨干他们","Your kills are delayed","Ваши убийства задерживаются","吸取他們的血","快去榨干他们"
"WarlockInfo","人心的脆弱，最容易被利用了","Curse crewmates then shift to make them kill","Прокляните всех Членов Экипажа","借刀殺人","人心的脆弱，最容易被利用了"
"AssassinInfo","信仰的一击！","Mark a target, then shift to kill","Отметьте цель и морфнитесь, чтобы убить её","發現目標，準備行動","信仰的一击！"
"ZombieInfo","咬死他们，碾碎他们！","You are very slow","Вы очень медленный","僵屍病毒已來襲","咬死他们，碾碎他们！"
"HackerInfo","藏在黑暗背后吧","Force a player to report a body","Вы заставляете игрока зарепортить труп","隱身於螢幕背後","藏在黑暗背后吧"
"MinerInfo","条条管道通罗马","Warp to your last used vent by shifting","Телепортируйтесь к использованной вами вентиляцией","條條管道通羅馬","条条管道通罗马"
"MinimalismInfo","简单地弄死他们即可~","You can ONLY kill, but low cooldown","Вы можете ТОЛЬКО убивать","沒有人性的弄死他們","简单地弄死他们即可~"
"EscapeeInfo","追杀？不存在的","Shift to mark places and warp back to them","Выберите место и телепортируйтесь туда","總得來說就是跑","追杀？不存在的"
"WitchInfo","阿瓦达啃大瓜！","Spell crewmates to kill them in meetings","Заклинайте игроков,  убивая их после собрания","施展你的魔法來讓你的敵人死亡","阿瓦达啃大瓜！"
"MafiaInfo","总有人不懂我的施舍呢","Kill when you're the last Impostor","Убейте всех, после смерти своих тимейтов","別跟我們這些黑幫沾染上關係","总有人不懂我的施舍呢"
"MafiaInfo","","Recruit players by voting them","","",""
"BeforeMafiaInfo","总有人不懂我的施舍呢","You can't kill yet","Вы ещё не можете убивать","潛伏以等待時機","总有人不懂我的施舍呢"
"AfterMafiaInfo","下辈子总该记住我了吧","Now start killing","Время убивать","復仇時間已到","下辈子总该记住我了吧"
"PuppeteerInfo","一只只可爱的娃娃，在互相厮杀","Make players kill for you","Заставь других игроков убивать всех за тебя","操控對象並殺光所有船員","一只只可爱的娃娃，在互相厮杀"
"TimeThiefInfo","阻止开会模拟器的诞生","Lower meeting time by killing","Убивайте игроков, сокращая время голосования","將會議時間偷走並殺光你的敵人","阻止开会模拟器的诞生"
"SniperInfo","厉害啊，枪枪命中","Snipe players from a distance by shifting","Стреляйте в игроков издалека","讓你的敵人在你的狙擊下死亡","厉害啊，强强命中"
"EvilTrackerInfo","你不要过来啊啊啊","Track players by shifting","Морфнитесь, чтобы отслеживать Игроков","你不要過來啊啊啊","你不要过来啊啊啊"
"AntiAdminerInfo","没什么能逃过你的眼睛","Know when players are near devices","Вы узнаете что игроки близко к устройствам","沒人能逃過妳的眼睛","没什么能逃过你的眼睛"
"SansInfo","降下审判！","With each kill you make, your cooldown decreases","Ваш откат при убийстве становится меньше","殺死你的敵人可以將冷卻縮短","降下审判！"
"BomberInfo","Creeper? Aww Man..","Shapeshift to explode","Creeper? Aww Man...","Creeper? Aww Man...","Creeper? Aww Man.."
"BoobyTrapInfo","艺术就是爆炸！","Start a killing chain","Установи Мину на труп","爆炸就是藝術!","艺术就是爆炸！"
"ScavengerInfo","夺走你的一切真是抱歉","Your kills are unreportable","Ваши убийства невозможно зарепортить","殺人不留痕跡","夺走你的一切真是抱歉"
"EvilGuesserInfo","生命就是一场豪赌！","Guess crew roles in meetings to kill","Угадывай добрые роли игроков, чтобы убить их","賭博並殺光所有人","想来一把吗，伙计"
"CapitalismInfo","这可都是劳动力呀","Give more tasks to crewmates","Добавляйте задания Членам Экипажа","老百姓: 我們要用人民的法槌打垮這座資本主義的高牆!","这可都是劳动力呀"
"GangsterInfo","是时候重整旗鼓了！","Convert players to your side","Перемани игроков на свою сторону","招募你的小弟以便殺人","是时候重整旗鼓了！"
"CleanerInfo","从世界上抹除掉他们！","Report bodies to make them unreportable","Зарепорти, и труп нельзя будет репортить","清除屍體","从世界上抹除掉他们！"
"BallLightningInfo","量子轰炸！","Convert players to Quantum Ghosts","Превращайте игроков в квантовых призраков","將你的敵人轉化為量子幽靈","量子轰炸！"
"GreedierInfo","哈哈哈哈哈哈哈哈哈哈哈","Your kill cooldown shifts","Каждое второе убийство имеет маленький откат","我冷卻怎麼怪怪的?","哈哈哈哈哈哈哈哈哈哈哈"
"CursedWolfInfo","杀我是你做过最愚蠢的决定","You survive a few kill attempts","Вы переживёте несколько попыток убийства","殺我是你做過最愚蠢的決定","杀我是你做过最愚蠢的决定"
"ImperiusCurseInfo","啊对啊，我是红色，那我还能是谁呢","You swap places with your shift target","Морфясть в игрока, вы меняетесь местами","與其他人交換位置","啊对啊，我是红色，那我还能是谁呢"
"QuickShooterInfo","I have a big PLAN！","Store ammo to offset kill cooldown","Копите патроны,  восстановив откат убийства","我有個大膽的想法!","I have a big PLAN！"
"CamouflagerInfo","当所有人戴上面具，一切都自由了","Camouflage everyone for easy kills","Морфнитесь, чтобы вызвать эффект камуфляжа","隱藏於人群中並殺光所有人","当所有人戴上面具，一切都自由了"
"EraserInfo","恕我直言，你不配拥有能力","Erase the role of your vote target","Сотрите роль игрока, голосуя за него","抹除他人的職業並殺光所有人","恕我直言，你不配拥有能力"
